,Unnamed: 0,MSSubClass,MSZoning,LotArea,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LogSale,SaleTypeNew,PoolQCNon,HasGarage,GarageCond*GarageQual,Fireplaces*FireplaceQu,ElectricalSBr,HeatingGas,HasBasement,BsmtCond*BsmtQual,ExterCond*ExterQual,LandSlopeGtl,LotShapeReg,OverallQual*OverallCond,GarageYrBltSq,LotAreaBins,Has2ndFlr,TotalBsmtSFNegSq,GarageAreaBins,GrLivAreaNegSq,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch
1076,1084,60,RL,13031,Pave,None,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,None,0.0,3,3,PConc,4,3,0,ALQ,592,99,691,4,1,691,807,1498,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,1995.0,Fin,2,409,3,3,Y,315,44,0,0,0,None,0,7,2006,Normal,187500,12.141534124392605,0,1,1,9,3,1,1,1,12,9,1,0,30,3980025.0,<15000,1,-477481,<600,-2244004,1,1,0,0,0
1077,1085,85,RL,9069,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,HdBoard,None,0.0,3,3,PConc,4,3,2,GLQ,747,189,936,5,1,996,0,996,1,0,1,0,2,1,4,5,Typ,0,0,Attchd,1992.0,Unf,2,564,3,3,Y,120,0,0,0,0,None,0,4,2010,Normal,147000,11.898187865760873,0,1,1,9,0,1,1,1,12,9,1,1,36,3968064.0,<10000,0,-876096,<600,-992016,1,0,0,0,0
1078,1086,160,RM,1974,Pave,None,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CemntBd,None,0.0,3,3,CBlock,3,3,0,BLQ,334,212,546,3,1,546,546,1092,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,1973.0,RFn,1,286,3,3,Y,120,96,0,0,0,None,0,5,2010,Normal,83500,11.332601910838944,0,1,1,9,0,1,1,1,9,9,1,1,20,3892729.0,<5000,1,-298116,<300,-1192464,1,1,0,0,0
1079,1087,60,FV,10574,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2005,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0,1082,1082,5,1,1082,871,1953,0,0,2,1,3,1,4,9,Typ,1,4,Attchd,2005.0,RFn,3,1043,3,3,Y,160,50,0,0,0,None,0,5,2009,Normal,252000,12.437184366493561,0,1,1,9,4,1,1,1,12,12,1,1,40,4020025.0,<15000,1,-1170724,<1200,-3814209,1,1,0,0,0
1080,1088,160,RM,2522,Pave,None,Lvl,Inside,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,Stone,50.0,4,3,PConc,4,3,0,Unf,0,970,970,5,1,970,739,1709,0,0,2,0,3,1,4,7,MajSev,0,0,Detchd,2004.0,Unf,2,380,3,3,Y,0,40,0,0,0,None,0,4,2006,Normal,137500,11.831379196088765,0,1,1,9,0,1,1,1,12,12,1,1,35,4016016.0,<5000,1,-940900,<600,-2920681,0,1,0,0,0
1081,1089,120,FV,3316,Pave,Pave,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,MetalSd,None,0.0,4,3,PConc,4,3,0,GLQ,1039,208,1247,5,1,1247,0,1247,1,0,1,1,1,1,4,4,Typ,1,4,Attchd,2005.0,Fin,2,550,3,3,Y,0,84,0,0,0,None,0,4,2006,Normal,197000,12.190959007720124,0,1,1,9,4,1,1,1,12,12,1,0,40,4020025.0,<5000,0,-1555009,<600,-1555009,0,1,0,0,0
1082,1090,90,RL,8544,Pave,None,Lvl,Corner,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,None,0.0,3,3,Slab,0,0,0,None,0,0,0,2,0,1040,0,1040,0,0,2,0,2,2,3,6,Typ,0,0,Detchd,1987.0,Unf,2,400,3,3,Y,0,0,0,0,0,None,0,6,2009,Normal,92900,11.439278924801927,0,1,1,9,0,0,0,0,0,9,1,1,12,3948169.0,<10000,0,0,<600,-1081600,0,0,0,0,0
1083,1091,160,FV,2160,Pave,Pave,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,1999,2000,Gable,MetalSd,BrkFace,212.0,4,3,PConc,4,3,0,BLQ,510,90,600,5,1,624,628,1252,1,0,2,1,2,1,4,4,Typ,0,0,Detchd,1999.0,Unf,2,462,3,3,Y,0,48,0,0,0,None,0,3,2008,Normal,160000,11.982929094215965,0,1,1,9,0,1,1,1,12,12,1,1,35,3996001.0,<5000,1,-360000,<600,-1567504,0,1,0,0,0
1084,1092,50,RL,8400,Pave,None,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,MetalSd,None,0.0,3,3,PConc,3,3,0,Rec,423,758,1181,2,1,1390,304,1694,0,0,2,0,4,1,3,7,Typ,1,4,Detchd,1925.0,Unf,2,576,3,3,Y,342,0,128,0,0,None,0,6,2008,Normal,136500,11.824079893607152,0,1,1,9,4,1,1,1,9,9,1,1,30,3705625.0,<10000,1,-1394761,<600,-2869636,1,0,1,0,0
1085,1093,20,RL,9230,Pave,None,Lvl,Corner,NAmes,Feedr,1Fam,1Story,5,8,1965,1998,Hip,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,1,GLQ,661,203,864,4,1,1200,0,1200,1,0,1,1,1,1,4,6,Typ,0,0,Detchd,1977.0,Unf,2,884,3,3,Y,0,64,0,0,0,MnPrv,0,10,2006,Normal,146000,11.891361900690471,0,1,1,9,0,1,1,1,9,9,1,1,40,3908529.0,<10000,0,-746496,<900,-1440000,0,1,0,0,0
1086,1094,20,RL,5868,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1956,2000,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,0,BLQ,248,448,936,5,1,936,0,936,1,0,1,0,2,1,3,4,Typ,0,0,Attchd,1956.0,Fin,1,308,3,3,Y,0,0,80,0,160,None,0,5,2010,Normal,129000,11.767567683343811,0,1,1,9,0,1,1,1,9,9,1,1,35,3825936.0,<10000,0,-876096,<600,-876096,0,0,1,0,1
1087,1095,20,RL,9317,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,24,1290,1314,4,1,1314,0,1314,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2,440,3,3,Y,0,22,0,0,0,None,0,3,2007,Normal,176432,12.08069081199846,0,1,1,9,4,1,1,1,12,12,1,0,30,4024036.0,<10000,0,-1726596,<600,-1726596,0,1,0,0,0
1088,1096,70,RM,6882,Pave,None,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,6,7,1914,2006,Gable,Wd Sdng,None,0.0,3,3,PConc,3,3,0,Unf,0,684,684,3,1,773,582,1355,0,0,1,1,3,1,4,7,Typ,0,0,None,0.0,None,0,0,0,0,Y,136,0,115,0,0,None,0,3,2007,Normal,127000,11.751942365440726,0,1,0,0,0,1,1,1,9,9,1,1,42,0.0,<10000,1,-467856,0,-1836025,1,0,1,0,0
1089,1097,120,RL,3696,Pave,None,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,HdBoard,None,0.0,4,3,CBlock,4,3,0,Unf,0,1074,1074,5,1,1088,0,1088,0,0,1,1,2,1,4,5,Typ,0,0,Attchd,1987.0,RFn,2,461,3,3,Y,0,74,137,0,0,None,0,10,2007,Normal,170000,12.0435537160324,0,1,1,9,0,1,1,1,12,12,1,1,40,3948169.0,<5000,0,-1153476,<600,-1183744,0,1,1,0,0
1090,1098,50,RM,6000,Pave,None,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,0,BLQ,672,0,672,3,1,757,567,1324,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,1936.0,Unf,1,240,3,3,Y,0,0,0,0,0,None,0,7,2009,Normal,128000,11.759785542901756,0,1,1,9,0,1,1,1,9,9,1,1,24,3748096.0,<10000,1,-451584,<300,-1752976,0,0,0,0,0
1091,1099,20,RL,11880,Pave,None,Lvl,Inside,NWAmes,RR,1Fam,1Story,7,5,1978,1978,Gable,Plywood,BrkFace,206.0,3,3,CBlock,4,3,0,ALQ,704,567,1271,3,1,1601,0,1601,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1978.0,RFn,2,478,3,3,Y,0,0,0,0,0,None,0,4,2009,Abnorml,157000,11.964001084330445,0,1,1,9,3,1,1,1,12,9,1,0,35,3912484.0,<15000,0,-1615441,<600,-2563201,0,0,0,0,0
1092,1100,30,RL,8400,Pave,None,Bnk,Inside,SWISU,Norm,1Fam,1Story,2,5,1920,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,2,0,Rec,290,0,290,3,0,438,0,438,0,0,1,0,1,1,2,3,Typ,0,0,Detchd,1930.0,Unf,1,246,3,3,N,0,0,0,0,0,None,0,1,2009,Normal,60000,11.002099841204238,0,1,1,9,0,0,1,1,6,9,1,1,10,3724900.0,<10000,0,-84100,<300,-191844,0,0,0,0,0
1093,1101,20,RL,9758,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1971,1971,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,0,BLQ,412,251,950,3,1,950,0,950,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1981.0,Unf,1,280,3,3,Y,0,0,0,0,0,None,0,7,2007,Normal,119500,11.691071650353704,0,1,1,9,0,1,1,1,9,9,1,0,25,3924361.0,<10000,0,-902500,<300,-902500,0,0,0,0,0
1094,1102,20,RL,7000,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1960,2002,Gable,Wd Sdng,BrkFace,45.0,3,3,CBlock,3,3,0,Rec,588,422,1010,5,1,1134,0,1134,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,1960.0,RFn,1,254,3,3,Y,0,16,0,0,0,MnWw,0,4,2007,Family,135000,11.813030057420569,0,1,1,9,0,1,1,1,9,9,1,1,35,3841600.0,<10000,0,-1020100,<300,-1285956,0,1,0,0,0
1095,1103,20,RL,8910,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,BrkFace,None,0.0,3,3,CBlock,3,3,1,ALQ,655,0,655,5,1,1194,0,1194,0,1,1,0,3,1,3,6,Typ,1,2,BuiltIn,1954.0,Fin,2,539,3,3,Y,0,0,192,0,0,None,0,7,2006,Normal,159500,11.979799201207035,0,1,1,9,2,1,1,1,9,9,1,1,36,3818116.0,<10000,0,-429025,<600,-1425636,0,0,1,0,0
1096,1104,160,RM,2016,Pave,None,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,HdBoard,BrkFace,304.0,3,3,CBlock,3,3,0,Unf,0,630,630,3,1,630,672,1302,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,1970.0,Unf,2,440,3,3,Y,0,0,0,0,0,None,0,4,2007,Normal,106000,11.571194373094206,0,1,1,9,0,1,1,1,9,9,1,1,25,3880900.0,<5000,1,-396900,<600,-1695204,0,0,0,0,0
1097,1105,60,RL,12256,Pave,None,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,5,1994,1995,Gable,HdBoard,BrkFace,362.0,4,3,PConc,5,3,2,GLQ,1032,431,1463,5,1,1500,1122,2622,1,0,2,1,3,1,4,9,Typ,2,3,Attchd,1994.0,RFn,2,712,3,3,Y,186,32,0,0,0,None,0,4,2010,Normal,325000,12.691580461311874,0,1,1,9,6,1,1,1,15,12,1,0,40,3976036.0,<15000,1,-2140369,<900,-6874884,1,1,0,0,0
1098,1106,20,RL,10357,Pave,None,Lvl,Corner,SawyerW,Feedr,1Fam,1Story,7,5,1990,1991,Hip,HdBoard,None,0.0,4,3,PConc,4,3,1,GLQ,738,172,910,4,1,1442,0,1442,1,0,2,0,3,1,4,6,Typ,1,3,Attchd,1990.0,Fin,2,719,3,3,Y,0,244,0,0,0,None,0,5,2007,Normal,179900,12.100156419938624,0,1,1,9,3,1,1,1,12,12,1,0,35,3960100.0,<15000,0,-828100,<900,-2079364,0,1,0,0,0
1099,1107,60,RL,23257,Pave,None,HLS,CulDSac,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,5,4,0,Unf,0,868,868,5,1,887,1134,2021,0,0,2,1,3,1,4,9,Typ,1,4,BuiltIn,2006.0,RFn,2,422,3,3,Y,0,100,0,0,0,None,0,9,2006,Partial,274725,12.523525876315125,1,1,1,9,4,1,1,1,20,12,1,0,35,4024036.0,<25000,1,-753424,<600,-4084441,0,1,0,0,0
1100,1108,60,RL,8063,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0,924,924,5,1,948,742,1690,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,2000.0,RFn,2,463,3,3,Y,100,48,0,0,0,None,0,11,2007,Abnorml,181000,12.106252310247962,0,1,1,9,3,1,1,1,12,9,1,1,30,4000000.0,<10000,1,-853776,<600,-2856100,1,1,0,0,0
1101,1109,20,RL,11362,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Gable,MetalSd,Stone,42.0,4,3,PConc,5,3,1,GLQ,1039,797,1836,5,1,1836,0,1836,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,2004.0,Fin,3,862,3,3,Y,125,185,0,0,0,None,0,3,2009,Normal,280000,12.542544882151384,0,1,1,9,4,1,1,1,15,12,1,0,40,4016016.0,<15000,0,-3370896,<900,-3370896,1,1,0,0,0
1102,1110,60,RL,8000,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1995,1996,Gable,HdBoard,None,0.0,3,3,PConc,4,3,0,GLQ,219,554,773,4,1,773,885,1658,1,0,2,1,3,1,3,8,Typ,1,3,Attchd,1995.0,Fin,2,431,3,3,Y,224,84,0,0,0,None,0,6,2008,Normal,188000,12.144197241812089,0,1,1,9,3,1,1,1,12,9,1,1,30,3980025.0,<10000,1,-597529,<600,-2748964,1,1,0,0,0
1103,1111,60,RL,10480,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,6,1976,1976,Hip,Plywood,BrkFace,660.0,3,3,CBlock,3,3,0,ALQ,403,400,803,3,1,1098,866,1964,0,0,2,1,4,1,3,8,Typ,1,4,Attchd,1976.0,RFn,2,483,3,3,Y,0,69,0,0,0,None,0,9,2008,Normal,205000,12.230765258120543,0,1,1,9,4,1,1,1,9,9,1,1,42,3904576.0,<15000,1,-644809,<600,-3857296,0,1,0,0,0
1104,1112,20,RL,7100,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1957,1957,Gable,WdShing,None,0.0,3,3,CBlock,3,3,0,GLQ,708,108,816,3,1,816,0,816,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1957.0,Unf,1,308,3,3,Y,0,0,0,0,0,None,0,7,2006,Normal,129900,11.774520202658689,0,1,1,9,0,0,1,1,9,9,1,0,35,3829849.0,<10000,0,-665856,<600,-665856,0,0,0,0,0
1105,1113,20,RL,8923,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1953,2006,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,BLQ,643,365,1008,4,1,1008,0,1008,1,0,1,0,2,1,4,6,Typ,0,0,Attchd,1953.0,Unf,1,240,3,3,Y,0,18,0,0,0,None,0,5,2007,Normal,134500,11.809319478024031,0,1,1,9,0,1,1,1,9,9,1,1,35,3814209.0,<10000,0,-1016064,<300,-1016064,0,1,0,0,0
1106,1114,20,RL,5400,Pave,None,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,7,1954,2000,Gable,MetalSd,None,0.0,3,4,CBlock,3,3,0,Rec,415,418,833,5,1,833,0,833,0,0,1,0,2,1,4,4,Typ,0,0,Detchd,1955.0,Unf,1,326,3,3,Y,0,0,0,0,0,MnPrv,0,8,2006,Normal,117000,11.669929213779893,0,1,1,9,0,1,1,1,9,12,1,1,35,3822025.0,<10000,0,-693889,<600,-693889,0,0,0,0,0
1107,1115,20,RL,12085,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,Stone,328.0,4,3,PConc,5,3,0,GLQ,1004,730,1734,5,1,1734,0,1734,1,0,2,0,3,1,5,7,Typ,1,4,Attchd,2007.0,RFn,3,928,3,3,Y,0,0,0,0,0,None,0,11,2007,Partial,318000,12.669806661762314,1,1,1,9,4,1,1,1,15,12,1,1,40,4028049.0,<15000,0,-3006756,<1200,-3006756,0,0,0,0,0
1108,1116,80,RL,7750,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,8,5,2002,2002,Hip,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,353,55,408,5,1,779,640,1419,1,0,2,1,3,1,4,7,Typ,1,3,BuiltIn,2002.0,Fin,2,527,3,3,Y,120,0,0,0,0,None,0,3,2009,Normal,184100,12.123234367221167,0,1,1,9,3,1,1,1,12,12,1,1,40,4008004.0,<10000,1,-166464,<600,-2013561,1,0,0,0,0
1109,1117,20,RL,9764,Pave,None,Lvl,FR2,Sawyer,Feedr,1Fam,1Story,5,7,1967,2003,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,0,BLQ,702,192,894,5,1,894,0,894,1,0,1,0,3,1,4,5,Typ,0,0,Attchd,1967.0,RFn,2,450,3,3,Y,0,0,0,0,0,None,0,5,2008,Normal,130000,11.77528972943772,0,1,1,9,0,1,1,1,9,9,1,0,35,3869089.0,<10000,0,-799236,<600,-799236,0,0,0,0,0
1110,1118,80,RL,13825,Pave,None,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1958,1987,Gable,MetalSd,None,0.0,3,4,CBlock,3,3,0,Unf,0,533,533,3,1,1021,580,1601,0,1,1,0,3,1,3,6,MinMod,0,0,BuiltIn,1958.0,RFn,1,300,3,3,Y,280,34,0,0,0,None,0,12,2008,Normal,140000,11.849397701591439,0,1,1,9,0,1,1,1,9,12,1,1,30,3833764.0,<15000,1,-284089,<600,-2563201,1,1,0,0,0
1111,1119,20,RL,7560,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Gable,BrkFace,None,0.0,3,3,CBlock,3,3,0,LwQ,369,671,1040,3,1,1040,0,1040,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1959.0,RFn,1,286,3,3,Y,140,0,252,0,0,GdWo,0,7,2006,Normal,133700,11.803353763090035,0,1,1,9,0,0,1,1,9,9,1,1,25,3837681.0,<10000,0,-1081600,<300,-1081600,1,0,1,0,0
1112,1120,30,RM,8263,Pave,None,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,6,5,1920,1950,Gable,BrkFace,None,0.0,3,3,BrkTil,3,3,0,Unf,0,1012,1012,3,1,1012,0,1012,0,0,1,0,2,1,3,6,Typ,1,4,Detchd,1920.0,Unf,1,308,3,3,Y,0,22,112,0,0,MnPrv,0,5,2007,Normal,118400,11.681824001432044,0,1,1,9,4,0,1,1,9,9,0,1,30,3686400.0,<10000,0,-1024144,<600,-1024144,0,1,1,0,0
1113,1121,20,RL,10084,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,BrkFace,196.0,4,3,PConc,4,3,2,GLQ,24,1528,1552,5,1,1552,0,1552,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2005.0,RFn,3,782,3,3,Y,144,20,0,0,0,None,0,7,2006,Partial,212900,12.26857785088157,1,1,1,9,0,1,1,1,12,12,1,1,35,4020025.0,<15000,0,-2408704,<900,-2408704,1,1,0,0,0
1114,1122,20,RL,8926,Pave,None,Lvl,Corner,Edwards,Norm,1Fam,1Story,4,3,1956,1956,Gable,AsbShng,None,0.0,3,3,CBlock,3,3,0,Unf,0,672,672,5,1,960,0,960,0,0,1,0,3,1,3,5,Typ,0,0,Basment,1956.0,Unf,1,288,3,3,Y,64,0,0,0,160,MnPrv,0,10,2009,Abnorml,112000,11.626254150277234,0,1,1,9,0,0,1,1,9,9,1,0,12,3825936.0,<10000,0,-451584,<300,-921600,1,0,0,0,1
1115,1123,20,RL,9405,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,9,1947,2008,Hip,VinylSd,None,0.0,3,5,CBlock,3,3,0,Unf,0,698,698,5,1,698,0,698,0,1,1,0,2,1,3,4,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,200,0,0,0,None,0,6,2009,Normal,118000,11.6784399034478,0,1,0,0,0,1,1,1,9,15,1,1,45,0.0,<10000,0,-487204,0,-487204,0,1,0,0,0
1116,1124,80,RL,9125,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1992,1992,Gable,HdBoard,BrkFace,170.0,3,3,PConc,4,3,0,Unf,0,384,384,4,1,812,670,1482,0,0,2,1,3,1,4,7,Typ,1,3,Attchd,1992.0,Fin,2,392,3,3,Y,100,25,0,0,0,None,0,7,2007,Normal,163900,12.007011764731919,0,1,1,9,3,1,1,1,12,9,1,0,35,3968064.0,<10000,1,-147456,<600,-2196324,1,1,0,0,0
1117,1125,20,RL,10434,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1955,1955,Gable,Plywood,None,0.0,3,3,CBlock,3,3,0,Unf,0,1005,1005,3,1,1005,0,1005,0,0,1,0,2,1,2,5,Typ,1,3,Detchd,1977.0,Unf,2,672,2,2,Y,0,0,0,0,0,None,0,11,2009,Normal,115000,11.652687407345386,0,1,1,4,3,1,1,1,9,9,1,1,20,3908529.0,<15000,0,-1010025,<900,-1010025,0,0,0,0,0
1118,1126,120,RL,3684,Pave,None,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,VinylSd,BrkFace,130.0,4,3,PConc,4,3,0,Unf,0,1373,1373,5,1,1555,0,1555,0,0,2,0,2,1,4,7,Typ,1,3,Attchd,2007.0,Fin,3,660,3,3,Y,143,20,0,0,0,None,0,6,2009,Normal,174000,12.066810578196664,0,1,1,9,3,1,1,1,12,12,1,1,35,4028049.0,<5000,0,-1885129,<900,-2418025,1,1,0,0,0
1119,1127,20,RL,14572,Pave,None,Lvl,Corner,Gilbert,Norm,1Fam,1Story,7,5,2004,2004,Hip,VinylSd,None,0.0,4,3,PConc,4,3,2,GLQ,1300,230,1530,5,1,1530,0,1530,1,0,2,0,3,1,4,7,Typ,1,4,Attchd,2004.0,Fin,3,630,3,3,Y,144,36,0,0,0,None,0,11,2007,Family,259000,12.464583340681678,0,1,1,9,4,1,1,1,12,12,1,0,35,4016016.0,<15000,0,-2340900,<900,-2340900,1,1,0,0,0
1120,1128,60,RL,11796,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,2,Unf,0,847,847,5,1,847,1112,1959,0,0,2,1,4,1,4,8,Typ,1,4,BuiltIn,2004.0,Fin,2,434,3,3,Y,100,48,0,0,0,None,0,7,2007,Normal,215000,12.278393307109802,0,1,1,9,4,1,1,1,12,12,1,0,35,4016016.0,<15000,1,-717409,<600,-3837681,1,1,0,0,0
1121,1129,90,RM,7200,Pave,Grvl,Lvl,Inside,OldTown,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,3,GLQ,936,0,936,3,1,936,0,936,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,1980.0,Unf,2,672,3,3,Y,49,0,0,0,0,None,0,8,2007,Normal,140000,11.849397701591439,0,1,1,9,0,1,1,1,12,9,1,1,25,3920400.0,<10000,0,-876096,<900,-876096,1,0,0,0,0
1122,1130,50,RL,7804,Pave,None,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,WdShing,None,0.0,3,3,BrkTil,3,3,0,BLQ,622,500,1122,3,1,1328,653,1981,1,0,2,0,4,1,4,7,MinMod,2,3,Detchd,1981.0,Unf,2,576,3,3,Y,431,44,0,0,0,MnPrv,0,12,2009,Normal,135000,11.813030057420569,0,1,1,9,6,1,1,1,9,9,1,1,12,3924361.0,<10000,1,-1258884,<600,-3924361,1,1,0,0,0
1123,1131,20,RL,10712,Pave,None,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,5,1991,1992,Gable,HdBoard,None,0.0,3,3,PConc,4,3,1,BLQ,212,762,974,3,1,974,0,974,0,0,1,0,3,1,3,5,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,28,0,0,0,MnPrv,0,9,2007,Abnorml,93500,11.445716715276781,0,1,0,0,0,1,1,1,12,9,1,1,25,0.0,<15000,0,-948676,0,-948676,0,1,0,0,0
1124,1132,70,RM,9900,Pave,None,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,4,1880,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,Unf,0,1008,1008,3,1,1178,1032,2210,0,0,2,0,5,1,2,8,Typ,0,0,Detchd,1930.0,Unf,1,205,2,3,N,0,48,0,0,0,None,0,5,2007,Normal,117500,11.67419361256635,0,1,1,6,0,1,1,1,9,9,1,1,24,3724900.0,<10000,1,-1016064,<300,-4884100,0,1,0,0,0
1125,1133,60,RL,9828,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,584,544,1128,5,1,1142,878,2020,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,1995.0,RFn,2,466,3,3,Y,0,155,0,0,0,None,0,6,2009,Normal,239500,12.386308695833106,0,1,1,9,3,1,1,1,12,12,1,0,40,3980025.0,<10000,1,-1272384,<600,-4080400,0,1,0,0,0
1126,1134,60,RL,8773,Pave,None,HLS,Inside,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,None,0.0,3,3,PConc,4,3,2,Unf,0,916,916,4,1,916,684,1600,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1997.0,Fin,2,460,3,3,Y,100,38,0,0,0,None,0,8,2007,Normal,169000,12.037653993905213,0,1,1,9,3,1,1,1,12,9,1,0,30,3988009.0,<10000,1,-839056,<600,-2560000,1,1,0,0,0
