,MSSubClass,MSZoning,LotArea,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LogSale,SaleTypeNew,PoolQCNon,HasGarage,GarageCond*GarageQual,Fireplaces*FireplaceQu,ElectricalSBr,HeatingGas,HasBasement,BsmtCond*BsmtQual,ExterCond*ExterQual,LandSlopeGtl,LotShapeReg,OverallQual*OverallCond
1213,80,RL,10246,Pave,None,Lvl,CulDSac,Sawyer,Norm,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,None,0.0,3,4,CBlock,3,4,2,GLQ,648,0,0,648,5,1,960,0,0,960,1,1,0,0,0,1,3,3,Typ,0,0,Attchd,1965.0,Unf,1,364,3,3,Y,88,0,0,0,0,0,None,0,5,2006,Normal,145000,11.884489021402711,0,1,1,9,0,1,1,1,12,12,1,0,36
1214,85,RL,10205,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,2,BLQ,784,0,141,925,3,1,999,0,0,999,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1962.0,Unf,1,300,3,3,Y,150,72,0,0,0,0,None,0,5,2006,Normal,134500,11.809319478024031,0,1,1,9,0,1,1,1,9,9,1,0,25
1215,20,RL,7094,Pave,None,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1966,1966,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,0,Rec,180,374,340,894,3,1,894,0,0,894,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1966.0,RFn,1,384,3,3,Y,0,0,0,0,0,0,MnPrv,0,5,2007,Normal,125000,11.736069016284437,0,1,1,9,0,1,1,1,9,9,1,0,25
1216,90,RM,8930,Pave,None,Lvl,Inside,Sawyer,RR,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,None,0.0,3,3,Slab,0,0,0,None,0,0,0,0,3,1,1318,584,0,1902,0,0,2,0,4,2,3,8,Typ,0,0,Attchd,1978.0,Unf,2,539,3,3,Y,0,0,0,0,0,0,None,0,4,2010,Normal,112000,11.626254150277232,0,1,1,9,0,1,1,0,0,9,1,1,30
1217,20,FV,8640,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2009,2009,Gable,CemntBd,Stone,72.0,4,3,PConc,4,3,1,GLQ,936,0,364,1300,5,1,1314,0,0,1314,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,2,552,3,3,Y,135,112,0,0,0,0,None,0,9,2009,Partial,229456,12.343466568968994,1,1,1,9,0,1,1,1,12,12,1,1,40
1218,50,RM,6240,Pave,None,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,AsbShng,None,0.0,3,3,Slab,0,0,0,None,0,0,0,0,4,0,672,240,0,912,0,0,1,0,2,1,3,3,Typ,0,0,None,0.0,None,0,0,0,0,N,0,0,0,0,0,0,None,0,7,2006,Normal,80500,11.296012463406655,0,1,0,0,0,1,1,0,0,9,1,1,20
1219,160,RM,1680,Pave,None,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CemntBd,BrkFace,236.0,3,3,CBlock,3,3,0,Unf,0,0,672,672,3,1,672,546,0,1218,0,0,1,1,3,1,3,7,Typ,0,0,None,0.0,None,0,0,0,0,N,201,0,0,0,0,0,None,0,4,2006,Abnorml,91500,11.424094251263613,0,1,0,0,0,1,1,1,9,9,1,1,30
1220,20,RL,7800,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,Rec,312,600,0,912,3,1,912,0,0,912,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,1964.0,Unf,1,288,3,3,Y,0,0,0,0,0,0,None,0,11,2006,Abnorml,115000,11.652687407345388,0,1,1,9,0,1,1,1,9,9,1,0,25
1221,20,RL,8250,Pave,None,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,None,0.0,3,3,CBlock,3,3,0,BLQ,250,492,210,952,5,1,1211,0,0,1211,0,0,1,0,3,1,3,5,Typ,1,3,Attchd,1968.0,Unf,1,322,3,3,Y,0,63,0,0,0,0,None,0,8,2008,Normal,134000,11.805595078933049,0,1,1,9,3,1,1,1,9,9,1,1,25
1222,50,RL,10496,Pave,None,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,BrkFace,320.0,3,3,CBlock,3,3,1,Rec,196,0,844,1040,5,1,1168,678,0,1846,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,1949.0,Unf,1,315,3,3,Y,0,0,0,0,0,0,GdWo,0,1,2007,Normal,143000,11.870599909242044,0,1,1,9,4,1,1,1,9,9,1,1,36
1223,20,RL,10680,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,BrkFace,44.0,3,3,CBlock,3,2,0,LwQ,756,0,1380,2136,3,0,2136,0,0,2136,0,0,2,0,4,1,3,7,MinMod,0,0,Detchd,1951.0,Unf,2,528,3,3,Y,0,30,0,0,0,0,MnPrv,0,10,2006,Normal,137900,11.834284063781393,0,1,1,9,0,0,1,1,6,9,1,1,15
1224,60,RL,15384,Pave,None,Lvl,Inside,Gilbert,RR,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,2,GLQ,724,0,64,788,5,1,788,702,0,1490,1,0,2,1,3,1,4,8,Typ,1,4,Attchd,2004.0,Fin,2,388,3,3,Y,100,75,0,0,0,0,None,0,2,2008,Normal,184000,12.122691036591123,0,1,1,9,4,1,1,1,12,12,1,0,35
1225,80,RL,10482,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,BrkFace,63.0,3,4,CBlock,3,3,2,GLQ,507,0,81,588,5,1,1138,0,0,1138,0,1,1,0,3,1,3,6,Typ,0,0,Attchd,1958.0,RFn,1,264,3,3,Y,224,0,0,0,0,0,MnWw,0,6,2007,Normal,145000,11.884489021402711,0,1,1,9,0,1,1,1,9,12,1,1,48
1226,60,RL,14598,Pave,None,Lvl,CulDSac,Somerst,Feedr,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,Stone,74.0,4,3,PConc,4,3,1,Unf,0,0,894,894,5,1,894,1039,0,1933,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2007.0,Fin,3,668,3,3,Y,100,18,0,0,0,0,None,0,1,2008,Normal,214000,12.273731294003989,0,1,1,9,4,1,1,1,12,12,1,0,30
1227,20,RL,8872,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,BrkFace,300.0,3,3,CBlock,3,3,0,ALQ,595,0,317,912,5,1,912,0,0,912,1,0,1,0,2,1,4,5,Typ,0,0,Detchd,1992.0,Unf,2,576,3,3,Y,0,240,0,0,0,0,None,0,12,2008,Normal,147000,11.898187865760873,0,1,1,9,0,1,1,1,9,9,1,1,40
1228,120,RL,8769,Pave,None,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,MetalSd,BrkFace,766.0,5,3,PConc,5,3,0,GLQ,1540,0,162,1702,5,1,1702,0,0,1702,1,0,1,1,1,1,5,7,Typ,1,4,Attchd,2008.0,Fin,3,1052,3,3,Y,0,72,0,0,224,0,None,0,10,2008,Partial,367294,12.813917896253697,1,1,1,9,4,1,1,1,15,15,1,1,45
1229,80,RL,7910,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,5,1960,1960,Hip,BrkFace,None,0.0,3,3,CBlock,3,3,0,ALQ,666,0,409,1075,4,1,1507,0,0,1507,0,0,2,0,4,1,3,7,MajSev,0,0,Basment,1960.0,Unf,1,404,3,3,Y,0,0,0,0,0,0,GdWo,0,8,2008,Normal,127000,11.751942365440728,0,1,1,9,0,1,1,1,9,9,1,1,25
1230,90,RL,18890,Pave,None,Lvl,Inside,Sawyer,Feedr,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,None,1.0,3,3,CBlock,4,3,0,GLQ,498,211,652,1361,5,1,1361,1259,0,2620,0,0,2,2,4,2,3,12,Typ,1,3,BuiltIn,1977.0,RFn,2,600,3,3,N,155,24,145,0,0,0,None,8300,8,2007,Normal,190000,12.154779351142624,0,1,1,9,3,1,1,1,12,9,1,0,25
1231,90,RL,7728,Pave,None,Lvl,Inside,NAmes,Norm,Duplex,SLvl,5,6,1962,1962,Hip,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,2,ALQ,803,0,303,1106,3,1,1190,0,0,1190,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1962.0,Unf,2,540,3,3,Y,0,18,0,0,0,0,GdWo,0,5,2006,Normal,132500,11.794337924408413,0,1,1,9,0,1,1,1,9,9,1,1,30
1232,90,RL,9842,Pave,None,Lvl,FR2,NAmes,Norm,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,None,0.0,3,3,Slab,0,0,0,None,0,0,0,0,3,1,1224,0,0,1224,0,0,2,0,2,2,3,6,Typ,0,0,CarPort,1962.0,Unf,2,462,3,3,Y,0,0,0,0,0,0,None,0,3,2007,Normal,101800,11.53076538309856,0,1,1,9,0,1,1,0,0,9,1,1,20
1233,20,RL,12160,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,Plywood,BrkFace,180.0,3,3,CBlock,3,3,0,Rec,1000,0,188,1188,2,1,1188,0,0,1188,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1959.0,RFn,2,531,3,3,Y,0,0,0,0,0,0,MnPrv,0,5,2010,Abnorml,142000,11.863582336583399,0,1,1,9,0,1,1,1,9,9,1,0,25
1234,70,RH,8525,Pave,None,Bnk,Inside,SWISU,Norm,1Fam,2Story,5,6,1911,1950,Gable,MetalSd,None,0.0,3,3,PConc,3,3,2,Unf,0,0,940,940,3,0,1024,940,0,1964,0,0,1,1,4,1,3,7,Typ,0,0,None,0.0,None,0,0,0,0,N,0,192,0,0,0,0,None,0,11,2008,Abnorml,130000,11.77528972943772,0,1,0,0,0,0,1,1,9,9,1,1,30
1235,70,RL,13132,Pave,None,Lvl,Inside,Crawfor,Norm,1Fam,2Story,5,5,1914,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,Unf,0,0,747,747,4,1,892,892,0,1784,0,0,1,1,4,1,3,9,Typ,0,0,Detchd,1914.0,Unf,1,180,2,2,N,203,40,0,0,0,0,None,0,7,2006,Normal,138887,11.841415931849784,0,1,1,4,0,0,1,1,12,9,1,1,25
1236,160,RL,2628,Pave,None,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Stone,106.0,4,3,PConc,4,3,0,Unf,0,0,764,764,5,1,764,862,0,1626,0,0,2,1,2,1,4,6,Typ,0,0,BuiltIn,2003.0,RFn,2,474,3,3,Y,0,27,0,0,0,0,None,0,6,2010,Normal,175500,12.075394321888057,0,1,1,9,0,1,1,1,12,12,1,1,35
1237,60,RL,12393,Pave,None,Lvl,FR2,CollgCr,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0,0,847,847,5,1,847,1101,0,1948,0,0,2,1,4,1,4,8,Typ,1,4,BuiltIn,2004.0,Fin,2,434,3,3,Y,100,48,0,0,0,0,None,0,9,2006,Normal,195000,12.180754837545884,0,1,1,9,4,1,1,1,12,12,1,0,35
1238,20,RL,13072,Pave,None,Lvl,Inside,SawyerW,RR,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0,0,1141,1141,5,1,1141,0,0,1141,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,2005.0,Unf,2,484,3,3,Y,0,0,0,0,0,0,None,0,3,2006,Abnorml,142500,11.867097278690842,0,1,1,9,0,1,1,1,12,12,1,1,30
1239,20,RL,9037,Pave,None,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,BrkFace,32.0,4,3,PConc,4,3,2,GLQ,428,0,1048,1476,5,1,1484,0,0,1484,0,0,2,0,2,1,5,6,Typ,1,4,Attchd,2006.0,RFn,2,472,3,3,Y,120,33,0,0,0,0,None,0,12,2007,Normal,265900,12.490875577231112,0,1,1,9,4,1,1,1,12,12,1,0,40
1240,60,RL,8158,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,BrkFace,252.0,4,3,PConc,4,3,0,GLQ,550,0,334,884,5,1,884,884,0,1768,1,0,2,1,3,1,4,8,Typ,0,0,Attchd,2003.0,RFn,2,543,3,3,Y,0,63,0,0,0,0,None,0,7,2008,Normal,224900,12.323411137947407,0,1,1,9,0,1,1,1,12,12,1,1,35
1241,20,RL,9849,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,6,2007,2007,Hip,VinylSd,Stone,0.0,4,3,PConc,4,3,2,Unf,0,0,1689,1689,5,1,1689,0,0,1689,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2007.0,RFn,3,954,3,3,Y,0,56,0,0,0,0,None,0,6,2007,Partial,248328,12.422505731952896,1,1,1,9,0,1,1,1,12,12,1,1,42
1242,85,RL,10625,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,Plywood,BrkFace,81.0,3,3,CBlock,4,3,3,GLQ,885,168,0,1053,3,1,1173,0,0,1173,1,0,2,0,3,1,4,6,Typ,2,3,Attchd,1974.0,RFn,2,528,3,3,Y,0,120,0,0,0,0,MnPrv,0,1,2010,Family,170000,12.043553716032399,0,1,1,9,6,1,1,1,12,9,1,1,42
1244,70,RL,11435,Pave,None,HLS,Corner,Crawfor,Norm,1Fam,2Story,8,7,1929,1950,Gable,BrkFace,None,0.0,3,3,PConc,4,3,0,Unf,0,0,792,792,2,1,792,725,0,1517,0,0,1,0,3,1,4,7,Typ,2,4,Detchd,1931.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,None,0,6,2006,Normal,230000,12.345834587905333,0,1,1,9,8,1,1,1,12,9,0,0,56
1245,80,RL,12090,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,6,7,1984,2003,Hip,VinylSd,BrkFace,74.0,3,3,CBlock,4,3,0,Unf,0,0,585,585,5,1,1140,728,0,1868,0,0,3,1,3,1,3,7,Typ,1,3,BuiltIn,1984.0,Fin,2,477,3,3,Y,268,112,0,0,147,0,None,0,1,2007,Abnorml,178000,12.089538829274222,0,1,1,9,3,1,1,1,12,9,1,1,42
1246,60,FV,8125,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0,0,756,756,5,1,756,797,0,1553,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,2005.0,RFn,2,615,3,3,Y,0,45,0,0,0,0,None,0,3,2006,Partial,186500,12.136186518066006,1,1,1,9,0,1,1,1,12,12,1,1,35
1247,80,RL,12328,Pave,None,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,BrkFace,335.0,3,3,CBlock,3,3,2,GLQ,539,0,473,1012,3,1,1034,0,0,1034,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1976.0,Unf,3,888,3,3,Y,0,0,0,0,0,0,None,0,5,2010,Normal,169900,12.042965307660024,0,1,1,9,0,1,1,1,9,9,1,0,30
1248,75,RM,9600,Pave,Grvl,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,AsbShng,None,0.0,3,3,BrkTil,4,3,0,Rec,319,0,416,735,2,0,1134,924,0,2058,0,0,1,1,3,1,3,8,Typ,1,4,Detchd,1950.0,Unf,2,396,2,2,P,0,0,259,0,0,0,None,0,4,2008,Normal,129500,11.771436160121729,0,1,1,4,4,1,0,1,12,9,1,1,30
1249,20,RL,7200,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1950,1950,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,0,BLQ,534,96,246,876,3,1,988,0,0,988,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1950.0,Unf,1,276,3,3,Y,0,80,0,0,0,0,None,0,5,2007,Normal,119000,11.686878772093667,0,1,1,9,0,1,1,1,9,9,1,1,35
1250,20,RL,11160,Pave,None,Lvl,Corner,NAmes,Norm,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,None,0.0,4,3,CBlock,3,3,0,ALQ,1065,0,1045,2110,5,1,2110,0,0,2110,1,0,2,1,3,1,5,8,Typ,2,3,Attchd,1968.0,Fin,2,522,3,3,Y,0,0,0,0,0,0,None,0,4,2010,Normal,244000,12.404923504275338,0,1,1,9,6,1,1,1,9,12,1,1,35
1251,120,RL,3136,Pave,None,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,Stone,163.0,4,3,PConc,4,3,0,Unf,0,0,1405,1405,5,1,1405,0,0,1405,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2003.0,RFn,2,478,3,3,Y,148,36,0,0,0,0,None,0,3,2006,Normal,171750,12.053795210084596,0,1,1,9,4,1,1,1,12,12,1,0,35
1252,20,RL,9858,Pave,None,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,0,BLQ,510,0,354,864,3,1,874,0,0,874,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1968.0,RFn,1,288,3,3,Y,33,0,0,0,0,0,GdWo,600,11,2009,Normal,130000,11.77528972943772,0,1,1,9,0,1,1,1,9,9,1,1,30
1253,60,RL,17542,Pave,None,Lvl,Inside,Veenker,Norm,1Fam,2Story,7,7,1974,2003,Gable,Wd Sdng,None,0.0,4,3,CBlock,3,3,3,LwQ,125,1031,36,1192,3,1,1516,651,0,2167,1,0,2,1,3,1,4,9,Typ,2,4,Attchd,1974.0,RFn,2,518,3,3,Y,220,47,0,0,0,0,MnPrv,0,7,2007,Normal,294000,12.591335046320818,0,1,1,9,8,1,1,1,9,12,1,0,49
1254,60,RL,6931,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,Stone,92.0,4,3,PConc,4,3,0,Unf,0,0,746,746,5,1,760,896,0,1656,0,0,2,1,3,1,4,7,Typ,1,4,BuiltIn,2003.0,Fin,2,397,3,3,Y,178,128,0,0,0,0,None,0,7,2008,Normal,165400,12.016122061571728,0,1,1,9,4,1,1,1,12,12,1,1,35
1255,50,RM,6240,Pave,None,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,2,0,LwQ,425,0,459,884,3,1,959,408,0,1367,0,0,1,0,3,1,3,6,Typ,1,4,Detchd,1978.0,Unf,1,560,3,3,Y,0,0,0,0,120,0,None,0,11,2007,Normal,127500,11.755871643580617,0,1,1,9,4,0,1,1,6,9,1,1,36
1256,20,RL,14303,Pave,None,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,BrkFace,554.0,4,3,PConc,4,3,3,GLQ,1314,0,672,1986,5,1,1987,0,0,1987,1,0,2,0,2,1,4,7,Typ,1,3,Attchd,1994.0,Fin,2,691,3,3,Y,262,36,0,0,0,0,None,0,8,2008,Normal,301500,12.616525295149378,0,1,1,9,3,1,1,1,12,12,1,0,40
1257,30,RL,4060,Pave,None,Lvl,Corner,Edwards,Feedr,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,None,0.0,3,3,PConc,2,3,0,Unf,0,0,864,864,5,1,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,96,0,0,0,0,None,0,7,2009,Normal,99900,11.511924964636645,0,1,0,0,0,1,1,1,6,9,1,1,40
1258,80,RL,9587,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2005,2005,Gable,VinylSd,Stone,182.0,4,3,PConc,4,3,3,GLQ,655,0,201,856,5,1,1166,0,0,1166,1,0,2,0,2,1,4,5,Typ,0,0,Attchd,2005.0,Fin,2,400,3,3,Y,212,0,0,0,0,0,None,0,7,2008,Normal,190000,12.154779351142624,0,1,1,9,0,1,1,1,12,12,1,0,35
1259,20,RL,9750,Pave,None,Lvl,FR2,NAmes,Norm,1Fam,1Story,6,8,1969,1969,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,0,ALQ,602,438,14,1054,4,1,1054,0,0,1054,1,0,1,1,3,1,3,6,Typ,0,0,Attchd,1969.0,Unf,2,460,3,3,Y,180,0,0,0,80,0,None,0,7,2008,Normal,151000,11.925035115797062,0,1,1,9,0,1,1,1,12,9,1,1,48
1260,60,RL,24682,Pave,None,Lvl,CulDSac,Gilbert,RR,1Fam,2Story,6,5,1999,1999,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0,0,841,841,5,1,892,783,0,1675,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1999.0,Fin,2,502,3,3,Y,0,103,0,0,0,0,None,0,6,2009,Normal,181000,12.106252310247962,0,1,1,9,3,1,1,1,12,9,1,0,30
1261,20,RL,9600,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,None,0.0,3,3,CBlock,3,3,0,Rec,504,0,546,1050,4,1,1050,0,0,1050,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,1956.0,Unf,1,338,3,3,Y,0,0,0,0,0,0,None,0,6,2009,Normal,128900,11.766792188927278,0,1,1,9,0,1,1,1,9,9,1,1,30
1262,50,RL,11250,Pave,None,Lvl,Inside,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,Unf,0,0,1104,1104,5,1,1104,684,0,1788,1,0,1,0,5,1,3,8,MinMod,2,3,Attchd,1957.0,Unf,1,304,3,3,Y,120,0,0,0,0,0,None,0,11,2009,Normal,161500,11.992260421644849,0,1,1,9,6,0,1,1,9,9,1,1,20
1263,70,RL,13515,Pave,Pave,Lvl,Inside,BrkSide,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,Wd Sdng,None,0.0,3,3,PConc,3,3,0,Unf,0,0,764,764,5,1,1060,764,0,1824,0,0,1,0,3,1,3,8,Typ,1,4,Detchd,1940.0,Unf,2,520,3,3,N,0,0,126,0,0,0,GdPrv,0,7,2007,Normal,180500,12.103486056755072,0,1,1,9,4,0,1,1,9,9,1,1,36
1264,120,RH,4060,Pave,None,Lvl,Inside,NAmes,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,MetalSd,None,0.0,4,3,PConc,4,3,0,GLQ,266,0,1139,1405,5,1,1337,0,0,1337,1,0,2,0,2,1,4,5,Typ,0,0,Attchd,1998.0,Fin,2,511,3,3,Y,144,68,0,0,0,0,None,0,8,2008,Abnorml,181000,12.106252310247962,0,1,1,9,0,1,1,1,12,12,1,1,30
1265,160,FV,3735,Pave,None,Lvl,FR3,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,BrkFace,218.0,4,3,PConc,4,3,0,GLQ,450,0,241,691,5,1,713,739,0,1452,1,0,2,1,3,1,4,6,Typ,0,0,Detchd,1999.0,Unf,2,506,3,3,Y,0,34,0,0,0,0,None,0,3,2006,Normal,183900,12.122147410592412,0,1,1,9,0,1,1,1,12,12,1,1,35
1266,190,RM,10120,Pave,None,Bnk,Inside,OldTown,Feedr,2fmCon,2.5Unf,7,4,1910,1950,Hip,Wd Sdng,None,0.0,2,3,CBlock,3,3,0,Unf,0,0,925,925,3,0,964,925,0,1889,0,0,1,1,4,2,3,9,Typ,1,4,Detchd,1960.0,Unf,1,308,3,3,N,0,0,264,0,0,0,MnPrv,0,1,2007,Normal,122000,11.711776323715394,0,1,1,9,4,0,1,1,9,6,1,0,28
1267,20,RL,13214,Pave,None,HLS,Inside,Timber,Norm,1Fam,1Story,9,5,2008,2009,Hip,Stucco,None,0.0,5,3,PConc,5,3,3,Unf,0,0,2002,2002,5,1,2018,0,0,2018,0,0,2,0,3,1,5,10,Typ,1,4,Attchd,2009.0,Fin,3,746,3,3,Y,144,76,0,0,0,0,None,0,5,2010,Normal,378500,12.84397135185964,0,1,1,9,4,1,1,1,15,15,1,0,45
1268,50,RL,14100,Pave,None,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,Stucco,BrkFace,632.0,3,4,CBlock,3,3,1,Rec,192,0,536,728,5,1,1968,1479,0,3447,0,0,3,1,4,1,4,11,Typ,2,4,BuiltIn,1982.0,Unf,3,1014,3,3,Y,314,12,0,0,0,0,GdWo,0,5,2008,Normal,381000,12.850554654108839,0,1,1,9,8,1,1,1,9,12,0,0,72
1269,50,RL,11344,Pave,None,Lvl,Inside,NAmes,Feedr,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,BrkFace,180.0,3,3,CBlock,3,3,0,BLQ,460,0,414,874,3,1,874,650,0,1524,0,0,1,1,3,1,3,7,Typ,0,0,Attchd,1958.0,Unf,1,315,3,3,Y,0,0,0,0,0,0,GdWo,0,7,2007,Normal,144000,11.877568578558138,0,1,1,9,0,0,1,1,9,9,1,1,25
1270,40,RL,23595,Pave,None,Low,Inside,ClearCr,Norm,1Fam,1Story,7,6,1979,1979,Shed,Plywood,None,0.0,4,3,PConc,4,3,3,GLQ,1258,0,74,1332,3,1,1332,192,0,1524,2,0,0,1,0,1,4,4,Typ,1,3,Attchd,1979.0,Fin,2,586,3,3,Y,268,0,0,0,0,0,None,0,4,2010,Normal,260000,12.468436909997665,0,1,1,9,3,1,1,1,12,12,0,1,42
1271,20,RL,9156,Pave,None,Lvl,Inside,NWAmes,Pos,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,None,0.0,3,3,CBlock,3,3,0,Unf,0,0,1489,1489,4,1,1489,0,0,1489,0,0,2,0,3,1,4,7,Typ,1,4,Attchd,1968.0,RFn,2,462,3,3,Y,0,0,0,0,0,0,None,0,8,2009,Normal,185750,12.132156962580005,0,1,1,9,4,1,1,1,9,9,1,0,42
1272,20,RL,13526,Pave,None,Lvl,CulDSac,Sawyer,Norm,1Fam,1Story,5,6,1965,1965,Hip,HdBoard,BrkFace,114.0,3,3,CBlock,3,3,0,BLQ,560,375,0,935,3,1,935,0,0,935,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1965.0,Unf,1,288,3,3,Y,180,0,0,0,0,0,MnPrv,0,11,2006,Normal,137000,11.827736204810263,0,1,1,9,0,1,1,1,9,9,1,0,30
